booking_key,date_key,start_time_key,end_time_key,room_key,booking_name,start_datetime,end_datetime,duration_minutes,duration_hours,booking_count
25457,20231206,1830,2030,40,277,2023-12-06 18:30:00,2023-12-06 20:30:00,120,2.0,1
25458,20231206,1830,2030,41,sdv,2023-12-06 18:30:00,2023-12-06 20:30:00,120,2.0,1
25459,20231206,1830,2030,34,Private,2023-12-06 18:30:00,2023-12-06 20:30:00,120,2.0,1
25460,20231206,1900,1930,28,study study,2023-12-06 19:00:00,2023-12-06 19:30:00,30,0.5,1
25461,20231206,1900,1930,30,Sandeep,2023-12-06 19:00:00,2023-12-06 19:30:00,30,0.5,1
25462,20231206,1900,2000,20,Tenzin,2023-12-06 19:00:00,2023-12-06 20:00:00,60,1.0,1
25463,20231206,1900,2100,13,Akshitaa,2023-12-06 19:00:00,2023-12-06 21:00:00,120,2.0,1
25464,20231206,1900,2100,26,Vamsirami Reddy,2023-12-06 19:00:00,2023-12-06 21:00:00,120,2.0,1
25465,20231206,1900,2100,27,Ryan,2023-12-06 19:00:00,2023-12-06 21:00:00,120,2.0,1
25466,20231206,1900,2100,29,,2023-12-06 19:00:00,2023-12-06 21:00:00,120,2.0,1
25467,20231206,1930,2000,19,Sandeep,2023-12-06 19:30:00,2023-12-06 20:00:00,30,0.5,1
25468,20231206,1930,2000,28,Anuj,2023-12-06 19:30:00,2023-12-06 20:00:00,30,0.5,1
25469,20231206,1930,2030,30,Pavan Nag,2023-12-06 19:30:00,2023-12-06 20:30:00,60,1.0,1
25470,20231206,1930,2030,33,Hoang,2023-12-06 19:30:00,2023-12-06 20:30:00,60,1.0,1
25471,20231206,1930,2130,39,,2023-12-06 19:30:00,2023-12-06 21:30:00,120,2.0,1
25472,20231206,2000,2030,28,study study,2023-12-06 20:00:00,2023-12-06 20:30:00,30,0.5,1
25473,20231206,2000,2100,18,Sandeep,2023-12-06 20:00:00,2023-12-06 21:00:00,60,1.0,1
25474,20231206,2000,2100,36,Javraj,2023-12-06 20:00:00,2023-12-06 21:00:00,60,1.0,1
25475,20231206,2000,2130,15,,2023-12-06 20:00:00,2023-12-06 21:30:00,90,1.5,1
25476,20231206,2000,2200,11,IEEE Mentor Session,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25477,20231206,2000,2200,12,Deven,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25478,20231206,2000,2200,17,Alejandra,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25479,20231206,2000,2200,19,Jasmine,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25480,20231206,2000,2200,20,kelsey,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25481,20231206,2000,2200,21,,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25482,20231206,2000,2200,23,,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25483,20231206,2000,2200,24,GRP Project,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25484,20231206,2000,2200,25,avia,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25485,20231206,2000,2200,31,shiva,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25486,20231206,2000,2200,32,sai k,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25487,20231206,2000,2200,35,ck,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25488,20231206,2000,2200,38,,2023-12-06 20:00:00,2023-12-06 22:00:00,120,2.0,1
25489,20231206,2030,2100,22,Zeel Patel,2023-12-06 20:30:00,2023-12-06 21:00:00,30,0.5,1
25490,20231206,2030,2100,28,TJ,2023-12-06 20:30:00,2023-12-06 21:00:00,30,0.5,1
25491,20231206,2030,2100,37,R&A,2023-12-06 20:30:00,2023-12-06 21:00:00,30,0.5,1
25492,20231206,2030,2100,40,study,2023-12-06 20:30:00,2023-12-06 21:00:00,30,0.5,1
25493,20231206,2030,2130,41,Data Mining group,2023-12-06 20:30:00,2023-12-06 21:30:00,60,1.0,1
25494,20231206,2030,2230,14,Circuits EE98 Study,2023-12-06 20:30:00,2023-12-06 22:30:00,120,2.0,1
25495,20231206,2030,2230,16,Naomie,2023-12-06 20:30:00,2023-12-06 22:30:00,120,2.0,1
25496,20231206,2030,2230,30,Pavan Nag,2023-12-06 20:30:00,2023-12-06 22:30:00,120,2.0,1
25497,20231206,2030,2230,33,Theta Chi,2023-12-06 20:30:00,2023-12-06 22:30:00,120,2.0,1
25498,20231206,2030,2230,34,Shayan study group,2023-12-06 20:30:00,2023-12-06 22:30:00,120,2.0,1
25499,20231206,2100,2130,26,Zeel Patel,2023-12-06 21:00:00,2023-12-06 21:30:00,30,0.5,1
25500,20231206,2100,2130,28,study study,2023-12-06 21:00:00,2023-12-06 21:30:00,30,0.5,1
25501,20231206,2100,2300,13,Prabal Singh,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25502,20231206,2100,2300,18,Gabriella,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25503,20231206,2100,2300,22,sunidhi,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25504,20231206,2100,2300,27,Math study,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25505,20231206,2100,2300,29,,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25506,20231206,2100,2300,36,Private Study Time,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25507,20231206,2100,2300,37,,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25508,20231206,2100,2300,40,Private Study APHI,2023-12-06 21:00:00,2023-12-06 23:00:00,120,2.0,1
25509,20231206,2130,2200,28,R&A,2023-12-06 21:30:00,2023-12-06 22:00:00,30,0.5,1
25510,20231206,2130,2230,41,,2023-12-06 21:30:00,2023-12-06 22:30:00,60,1.0,1
25511,20231206,2130,2330,15,private,2023-12-06 21:30:00,2023-12-06 23:30:00,120,2.0,1
25512,20231206,2130,2330,26,July,2023-12-06 21:30:00,2023-12-06 23:30:00,120,2.0,1
25513,20231206,2130,2330,39,,2023-12-06 21:30:00,2023-12-06 23:30:00,120,2.0,1
25514,20231206,2200,2230,28,study study,2023-12-06 22:00:00,2023-12-06 22:30:00,30,0.5,1
25515,20231206,2200,2300,21,Hoang,2023-12-06 22:00:00,2023-12-06 23:00:00,60,1.0,1
25516,20231206,2200,0,11,IEEE Mentor Session,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25517,20231206,2200,0,12,Mikayla,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25518,20231206,2200,0,17,valeria,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25519,20231206,2200,0,19,kayla has to grind out work.,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25520,20231206,2200,0,20,Nik,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25521,20231206,2200,0,23,Maharsh,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25522,20231206,2200,0,24,,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25523,20231206,2200,0,25,finals,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25524,20231206,2200,0,31,Nikhil,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25525,20231206,2200,0,32,,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25526,20231206,2200,0,35,Dhruval,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25527,20231206,2200,0,38,,2023-12-06 22:00:00,2023-12-07 00:00:00,120,2.0,1
25528,20231206,2230,2300,30,,2023-12-06 22:30:00,2023-12-06 23:00:00,30,0.5,1
25529,20231206,2230,2330,16,,2023-12-06 22:30:00,2023-12-06 23:30:00,60,1.0,1
25530,20231206,2230,2330,41,Data Mining group,2023-12-06 22:30:00,2023-12-06 23:30:00,60,1.0,1
25531,20231206,2230,0,14,,2023-12-06 22:30:00,2023-12-07 00:00:00,90,1.5,1
25532,20231206,2230,0,28,Atishay Jain,2023-12-06 22:30:00,2023-12-07 00:00:00,90,1.5,1
25533,20231206,2230,0,33,Nak,2023-12-06 22:30:00,2023-12-07 00:00:00,90,1.5,1
25534,20231206,2230,0,34,,2023-12-06 22:30:00,2023-12-07 00:00:00,90,1.5,1
25535,20231206,2300,2330,27,R&A,2023-12-06 23:00:00,2023-12-06 23:30:00,30,0.5,1
25536,20231206,2300,0,21,Proj pres,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25537,20231206,2300,0,29,Jack,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25538,20231206,2300,0,30,,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25539,20231206,2300,0,36,Arlynne,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25540,20231206,2300,0,37,Grind time,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25541,20231206,2300,0,40,,2023-12-06 23:00:00,2023-12-07 00:00:00,60,1.0,1
25542,20231207,800,930,27,Shaunessy D.,2023-12-07 08:00:00,2023-12-07 09:30:00,90,1.5,1
25543,20231207,800,930,31,Abc,2023-12-07 08:00:00,2023-12-07 09:30:00,90,1.5,1
25544,20231207,800,1000,15,finals,2023-12-07 08:00:00,2023-12-07 10:00:00,120,2.0,1
25545,20231207,800,1000,37,Finals Study,2023-12-07 08:00:00,2023-12-07 10:00:00,120,2.0,1
25546,20231207,800,1000,33,Chemistry,2023-12-07 08:00:00,2023-12-07 10:00:00,120,2.0,1
25547,20231207,800,1000,34,DSGN,2023-12-07 08:00:00,2023-12-07 10:00:00,120,2.0,1
25548,20231207,830,930,16,interview,2023-12-07 08:30:00,2023-12-07 09:30:00,60,1.0,1
25549,20231207,830,930,20,raaaa,2023-12-07 08:30:00,2023-12-07 09:30:00,60,1.0,1
25550,20231207,830,1030,25,,2023-12-07 08:30:00,2023-12-07 10:30:00,120,2.0,1
25551,20231207,830,1030,30,-,2023-12-07 08:30:00,2023-12-07 10:30:00,120,2.0,1
25552,20231207,830,1030,39,Finals!,2023-12-07 08:30:00,2023-12-07 10:30:00,120,2.0,1
25553,20231207,900,1000,14,Jc,2023-12-07 09:00:00,2023-12-07 10:00:00,60,1.0,1
25554,20231207,900,1000,19,,2023-12-07 09:00:00,2023-12-07 10:00:00,60,1.0,1
25555,20231207,900,1100,18,Camila,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25556,20231207,900,1100,22,Calc,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25557,20231207,900,1100,23,,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25558,20231207,900,1100,24,brikk,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25559,20231207,900,1100,35,Meet R,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25560,20231207,900,1100,36,loops,2023-12-07 09:00:00,2023-12-07 11:00:00,120,2.0,1
25561,20231207,900,1400,3,Spartan MD,2023-12-07 09:00:00,2023-12-07 14:00:00,300,5.0,1
25562,20231207,900,1500,9,Binam Adhikari,2023-12-07 09:00:00,2023-12-07 15:00:00,360,6.0,1
25563,20231207,900,1500,5,City of San Jose ESD,2023-12-07 09:00:00,2023-12-07 15:00:00,360,6.0,1
25564,20231207,930,1000,16,,2023-12-07 09:30:00,2023-12-07 10:00:00,30,0.5,1
25565,20231207,930,1000,28,Harsha,2023-12-07 09:30:00,2023-12-07 10:00:00,30,0.5,1
25566,20231207,930,1100,17,Viviana Carlos,2023-12-07 09:30:00,2023-12-07 11:00:00,90,1.5,1
25567,20231207,930,1100,31,Meet r,2023-12-07 09:30:00,2023-12-07 11:00:00,90,1.5,1
25568,20231207,930,1100,40,Study Session,2023-12-07 09:30:00,2023-12-07 11:00:00,90,1.5,1
25569,20231207,930,1130,26,valeria,2023-12-07 09:30:00,2023-12-07 11:30:00,120,2.0,1
25570,20231207,930,1130,27,,2023-12-07 09:30:00,2023-12-07 11:30:00,120,2.0,1
25571,20231207,930,1130,29,charan,2023-12-07 09:30:00,2023-12-07 11:30:00,120,2.0,1
25572,20231207,1000,1030,16,Jasmine,2023-12-07 10:00:00,2023-12-07 10:30:00,30,0.5,1
25573,20231207,1000,1030,20,jj,2023-12-07 10:00:00,2023-12-07 10:30:00,30,0.5,1
25574,20231207,1000,1030,37,Math study group,2023-12-07 10:00:00,2023-12-07 10:30:00,30,0.5,1
25575,20231207,1000,1100,13,CLC Meeting Prep,2023-12-07 10:00:00,2023-12-07 11:00:00,60,1.0,1
25576,20231207,1000,1100,15,,2023-12-07 10:00:00,2023-12-07 11:00:00,60,1.0,1
25577,20231207,1000,1130,28,Harshini Komali,2023-12-07 10:00:00,2023-12-07 11:30:00,90,1.5,1
25578,20231207,1000,1200,11,Shreya,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25579,20231207,1000,1200,12,Rucha,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25580,20231207,1000,1200,14,Study Group,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25581,20231207,1000,1200,19,,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25582,20231207,1000,1200,32,Aditya,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25583,20231207,1000,1200,38,Marth (2),2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25584,20231207,1000,1200,41,yay,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25585,20231207,1000,1200,42,,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25586,20231207,1000,1200,33,Final Exam Study Session,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25587,20231207,1000,1200,34,,2023-12-07 10:00:00,2023-12-07 12:00:00,120,2.0,1
25588,20231207,1030,1100,21,LL,2023-12-07 10:30:00,2023-12-07 11:00:00,30,0.5,1
25589,20231207,1030,1100,30,study session business,2023-12-07 10:30:00,2023-12-07 11:00:00,30,0.5,1
25590,20231207,1030,1200,20,,2023-12-07 10:30:00,2023-12-07 12:00:00,90,1.5,1
25591,20231207,1030,1230,16,,2023-12-07 10:30:00,2023-12-07 12:30:00,120,2.0,1
25592,20231207,1030,1230,25,Harshil Patel,2023-12-07 10:30:00,2023-12-07 12:30:00,120,2.0,1
25593,20231207,1030,1230,37,Madi,2023-12-07 10:30:00,2023-12-07 12:30:00,120,2.0,1
25594,20231207,1030,1230,39,Private Class Time,2023-12-07 10:30:00,2023-12-07 12:30:00,120,2.0,1
25595,20231207,1100,1130,24,,2023-12-07 11:00:00,2023-12-07 11:30:00,30,0.5,1
25596,20231207,1100,1130,31,meet r,2023-12-07 11:00:00,2023-12-07 11:30:00,30,0.5,1
25597,20231207,1100,1200,21,LL,2023-12-07 11:00:00,2023-12-07 12:00:00,60,1.0,1
25598,20231207,1100,1200,10,Zaira Khan,2023-12-07 11:00:00,2023-12-07 12:00:00,60,1.0,1
25599,20231207,1100,1230,36,invictus,2023-12-07 11:00:00,2023-12-07 12:30:00,90,1.5,1
25600,20231207,1100,1230,40,,2023-12-07 11:00:00,2023-12-07 12:30:00,90,1.5,1
25601,20231207,1100,1300,13,Study,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25602,20231207,1100,1300,15,,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25603,20231207,1100,1300,17,avoiding my hinge date,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25604,20231207,1100,1300,18,Madhu,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25605,20231207,1100,1300,22,uhneti,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25606,20231207,1100,1300,30,,2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25607,20231207,1100,1300,35,Elizabeth (Kit Dev Group),2023-12-07 11:00:00,2023-12-07 13:00:00,120,2.0,1
25608,20231207,1130,1200,24,,2023-12-07 11:30:00,2023-12-07 12:00:00,30,0.5,1
25609,20231207,1130,1200,26,,2023-12-07 11:30:00,2023-12-07 12:00:00,30,0.5,1
25610,20231207,1130,1200,28,,2023-12-07 11:30:00,2023-12-07 12:00:00,30,0.5,1
25611,20231207,1130,1200,31,Meet r,2023-12-07 11:30:00,2023-12-07 12:00:00,30,0.5,1
25612,20231207,1130,1330,27,ulises,2023-12-07 11:30:00,2023-12-07 13:30:00,120,2.0,1
25613,20231207,1130,1330,29,lionel,2023-12-07 11:30:00,2023-12-07 13:30:00,120,2.0,1
25614,20231207,1200,1230,21,Interview group,2023-12-07 12:00:00,2023-12-07 12:30:00,30,0.5,1
25615,20231207,1200,1230,28,Harshini Komali,2023-12-07 12:00:00,2023-12-07 12:30:00,30,0.5,1
25616,20231207,1200,1230,33,Andrea,2023-12-07 12:00:00,2023-12-07 12:30:00,30,0.5,1
25617,20231207,1200,1230,34,,2023-12-07 12:00:00,2023-12-07 12:30:00,30,0.5,1
25618,20231207,1200,1300,19,,2023-12-07 12:00:00,2023-12-07 13:00:00,60,1.0,1
25619,20231207,1200,1300,26,Study,2023-12-07 12:00:00,2023-12-07 13:00:00,60,1.0,1
25620,20231207,1200,1300,42,,2023-12-07 12:00:00,2023-12-07 13:00:00,60,1.0,1
25621,20231207,1200,1300,10,Jennry Ronato,2023-12-07 12:00:00,2023-12-07 13:00:00,60,1.0,1
25622,20231207,1200,1330,12,Valeria,2023-12-07 12:00:00,2023-12-07 13:30:00,90,1.5,1
25623,20231207,1200,1330,24,,2023-12-07 12:00:00,2023-12-07 13:30:00,90,1.5,1
25624,20231207,1200,1330,31,meet r,2023-12-07 12:00:00,2023-12-07 13:30:00,90,1.5,1
25625,20231207,1200,1400,11,IEEE Mentor Session,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25626,20231207,1200,1400,14,blah,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25627,20231207,1200,1400,20,belle,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25628,20231207,1200,1400,23,sushi suki bean,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25629,20231207,1200,1400,32,Sanketh,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25630,20231207,1200,1400,38,study,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25631,20231207,1200,1400,41,Class,2023-12-07 12:00:00,2023-12-07 14:00:00,120,2.0,1
25632,20231207,1230,1300,36,,2023-12-07 12:30:00,2023-12-07 13:00:00,30,0.5,1
25633,20231207,1230,1330,16,aura group!,2023-12-07 12:30:00,2023-12-07 13:30:00,60,1.0,1
25634,20231207,1230,1330,25,118 Presentation,2023-12-07 12:30:00,2023-12-07 13:30:00,60,1.0,1
25635,20231207,1230,1400,39,Sumit,2023-12-07 12:30:00,2023-12-07 14:00:00,90,1.5,1
25636,20231207,1230,1430,21,kafka,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25637,20231207,1230,1430,28,Harshini Komali,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25638,20231207,1230,1430,37,Study #1,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25639,20231207,1230,1430,40,278,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25640,20231207,1230,1430,33,Anurag Deotale,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25641,20231207,1230,1430,34,,2023-12-07 12:30:00,2023-12-07 14:30:00,120,2.0,1
25642,20231207,1300,1330,13,,2023-12-07 13:00:00,2023-12-07 13:30:00,30,0.5,1
25643,20231207,1300,1330,30,Isabel and Nicole,2023-12-07 13:00:00,2023-12-07 13:30:00,30,0.5,1
25644,20231207,1300,1330,36,,2023-12-07 13:00:00,2023-12-07 13:30:00,30,0.5,1
25645,20231207,1300,1400,15,,2023-12-07 13:00:00,2023-12-07 14:00:00,60,1.0,1
25646,20231207,1300,1400,35,..,2023-12-07 13:00:00,2023-12-07 14:00:00,60,1.0,1
25647,20231207,1300,1500,17,m,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25648,20231207,1300,1500,18,eilic,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25649,20231207,1300,1500,19,,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25650,20231207,1300,1500,22,Jenna,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25651,20231207,1300,1500,26,Kate's study session,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25652,20231207,1300,1500,8,Orament,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25653,20231207,1300,1500,42,sadge,2023-12-07 13:00:00,2023-12-07 15:00:00,120,2.0,1
25654,20231207,1330,1400,13,,2023-12-07 13:30:00,2023-12-07 14:00:00,30,0.5,1
25655,20231207,1330,1400,24,118 Presentation,2023-12-07 13:30:00,2023-12-07 14:00:00,30,0.5,1
25656,20231207,1330,1400,30,gabriela,2023-12-07 13:30:00,2023-12-07 14:00:00,30,0.5,1
25657,20231207,1330,1400,36,,2023-12-07 13:30:00,2023-12-07 14:00:00,30,0.5,1
25658,20231207,1330,1500,29,Sumit,2023-12-07 13:30:00,2023-12-07 15:00:00,90,1.5,1
25659,20231207,1330,1530,12,,2023-12-07 13:30:00,2023-12-07 15:30:00,120,2.0,1
25660,20231207,1330,1530,25,Spartan,2023-12-07 13:30:00,2023-12-07 15:30:00,120,2.0,1
25661,20231207,1330,1530,27,,2023-12-07 13:30:00,2023-12-07 15:30:00,120,2.0,1
25662,20231207,1330,1530,31,Meetr,2023-12-07 13:30:00,2023-12-07 15:30:00,120,2.0,1
25663,20231207,1400,1430,36,,2023-12-07 14:00:00,2023-12-07 14:30:00,30,0.5,1
25664,20231207,1400,1600,11,IEEE Mentor Session,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25665,20231207,1400,1600,13,Nandhini,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25666,20231207,1400,1600,14,,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25667,20231207,1400,1600,15,,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25668,20231207,1400,1600,16,V,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25669,20231207,1400,1600,20,TB,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25670,20231207,1400,1600,23,,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25671,20231207,1400,1600,24,sg,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25672,20231207,1400,1600,30,Girl Gains,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25673,20231207,1400,1600,32,Akhil,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25674,20231207,1400,1600,35,,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25675,20231207,1400,1600,38,study,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25676,20231207,1400,1600,39,Tan,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25677,20231207,1400,1600,41,Study,2023-12-07 14:00:00,2023-12-07 16:00:00,120,2.0,1
25678,20231207,1430,1500,40,Javraj,2023-12-07 14:30:00,2023-12-07 15:00:00,30,0.5,1
25679,20231207,1430,1500,33,,2023-12-07 14:30:00,2023-12-07 15:00:00,30,0.5,1
25680,20231207,1430,1600,28,,2023-12-07 14:30:00,2023-12-07 16:00:00,90,1.5,1
25681,20231207,1430,1630,21,chelle,2023-12-07 14:30:00,2023-12-07 16:30:00,120,2.0,1
25682,20231207,1430,1630,36,s,2023-12-07 14:30:00,2023-12-07 16:30:00,120,2.0,1
25683,20231207,1430,1630,37,Ashish,2023-12-07 14:30:00,2023-12-07 16:30:00,120,2.0,1
25684,20231207,1430,1630,34,,2023-12-07 14:30:00,2023-12-07 16:30:00,120,2.0,1
25685,20231207,1500,1530,18,sai group,2023-12-07 15:00:00,2023-12-07 15:30:00,30,0.5,1
25686,20231207,1500,1530,42,Study time,2023-12-07 15:00:00,2023-12-07 15:30:00,30,0.5,1
25687,20231207,1500,1700,17,,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25688,20231207,1500,1700,19,,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25689,20231207,1500,1700,22,BIOL 66 PHYSIO,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25690,20231207,1500,1700,26,,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25691,20231207,1500,1700,29,,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25692,20231207,1500,1700,40,Karla,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25693,20231207,1500,1700,33,146,2023-12-07 15:00:00,2023-12-07 17:00:00,120,2.0,1
25694,20231207,1500,1730,5,Undergraduate Research Opportunity Program,2023-12-07 15:00:00,2023-12-07 17:30:00,150,2.5,1
25695,20231207,1500,1830,3,VR Club,2023-12-07 15:00:00,2023-12-07 18:30:00,210,3.5,1
25696,20231207,1530,1600,18,,2023-12-07 15:30:00,2023-12-07 16:00:00,30,0.5,1
25697,20231207,1530,1600,25,Da commuters,2023-12-07 15:30:00,2023-12-07 16:00:00,30,0.5,1
25698,20231207,1530,1600,27,,2023-12-07 15:30:00,2023-12-07 16:00:00,30,0.5,1
25699,20231207,1530,1600,42,Study time,2023-12-07 15:30:00,2023-12-07 16:00:00,30,0.5,1
25700,20231207,1530,1730,12,Math Study,2023-12-07 15:30:00,2023-12-07 17:30:00,120,2.0,1
25701,20231207,1530,1730,31,AP,2023-12-07 15:30:00,2023-12-07 17:30:00,120,2.0,1
25702,20231207,1600,1630,13,Jayson,2023-12-07 16:00:00,2023-12-07 16:30:00,30,0.5,1
25703,20231207,1600,1630,18,sai group,2023-12-07 16:00:00,2023-12-07 16:30:00,30,0.5,1
25704,20231207,1600,1630,28,Harsha,2023-12-07 16:00:00,2023-12-07 16:30:00,30,0.5,1
25705,20231207,1600,1630,42,Study time,2023-12-07 16:00:00,2023-12-07 16:30:00,30,0.5,1
25706,20231207,1600,1700,15,Zeo,2023-12-07 16:00:00,2023-12-07 17:00:00,60,1.0,1
25707,20231207,1600,1730,14,Yvonne,2023-12-07 16:00:00,2023-12-07 17:30:00,90,1.5,1
25708,20231207,1600,1730,20,Collin,2023-12-07 16:00:00,2023-12-07 17:30:00,90,1.5,1
25709,20231207,1600,1730,25,Da commuters,2023-12-07 16:00:00,2023-12-07 17:30:00,90,1.5,1
25710,20231207,1600,1800,11,IEEE Mentor Session,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25711,20231207,1600,1800,16,Math 70 Study Group,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25712,20231207,1600,1800,23,Atharva,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25713,20231207,1600,1800,24,,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25714,20231207,1600,1800,27,5 line,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25715,20231207,1600,1800,30,yer,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25716,20231207,1600,1800,32,Abhiram,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25717,20231207,1600,1800,35,Tanwani,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
25718,20231207,1600,1800,38,study,2023-12-07 16:00:00,2023-12-07 18:00:00,120,2.0,1
